data_level,dname,grade,subject,group,year_data,year_created,d,nm,rm
district,GRAPEVINE-COLLEYVILLE ISD,3,read,all,2025,2025,800,513,0.64
district,KELLER ISD,3,read,all,2025,2025,2284,1356,0.59
district,MANSFIELD ISD,3,read,all,2025,2025,2391,1291,0.54
district,LAKE WORTH ISD,3,read,all,2025,2025,263,55,0.21
district,CROWLEY ISD,3,read,all,2025,2025,1172,430,0.37
district,KENNEDALE ISD,3,read,all,2025,2025,202,88,0.44
district,AZLE ISD,3,read,all,2025,2025,476,234,0.49
district,HURST-EULESS-BEDFORD ISD,3,read,all,2025,2025,1639,877,0.54
district,CASTLEBERRY ISD,3,read,all,2025,2025,253,101,0.4
district,EAGLE MT-SAGINAW ISD,3,read,all,2025,2025,1665,704,0.42
district,CARROLL ISD,3,read,all,2025,2025,542,467,0.86
district,WHITE SETTLEMENT ISD,3,read,all,2025,2025,507,213,0.42
district,TEXAS COLLEGE PREPARATORY ACADEMIES,3,read,all,2025,2025,1423,705,0.5
district,ABILENE ISD,3,read,all,2025,2025,1116,444,0.4
district,MERKEL ISD,3,read,all,2025,2025,89,23,0.26
district,TRENT ISD,3,read,all,2025,2025,12,4,0.33
district,JIM NED CISD,3,read,all,2025,2025,136,111,0.82
district,WYLIE ISD,3,read,all,2025,2025,418,256,0.61
district,TERRELL COUNTY ISD,3,read,all,2025,2025,7,3,0.43
district,BROWNFIELD ISD,3,read,all,2025,2025,121,25,0.21
district,MEADOW ISD,3,read,all,2025,2025,19,15,0.79
district,WELLMAN-UNION CISD,3,read,all,2025,2025,23,12,0.52
district,THROCKMORTON COLLEGIATE ISD,3,read,all,2025,2025,10,4,0.4
district,WOODSON ISD,3,read,all,2025,2025,8,4,0.5
district,MOUNT PLEASANT ISD,3,read,all,2025,2025,339,190,0.56
district,CHAPEL HILL ISD,3,read,all,2025,2025,64,31,0.48
district,HARTS BLUFF ISD,3,read,all,2025,2025,78,27,0.35
district,TEXAS LEADERSHIP PUBLIC SCHOOLS,3,read,all,2025,2025,337,84,0.25
district,CHRISTOVAL ISD,3,read,all,2025,2025,44,35,0.8
district,SAN ANGELO ISD,3,read,all,2025,2025,929,376,0.4
district,WATER VALLEY ISD,3,read,all,2025,2025,28,10,0.36
district,WALL ISD,3,read,all,2025,2025,118,91,0.77
district,GRAPE CREEK ISD,3,read,all,2025,2025,88,30,0.34
district,VERIBEST ISD,3,read,all,2025,2025,19,6,0.32
district,WAYSIDE SCHOOLS,3,read,all,2025,2025,147,37,0.25
district,NYOS CHARTER SCHOOL,3,read,all,2025,2025,143,82,0.57
district,TEXAS EMPOWERMENT ACADEMY,3,read,all,2025,2025,40,9,0.22
district,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,3,read,all,2025,2025,14,7,0.5
district,CHAPARRAL STAR ACADEMY,3,read,all,2025,2025,30,24,0.8
district,HARMONY PUBLIC SCHOOLS - CENTRAL TEXAS,3,read,all,2025,2025,380,196,0.52
district,CEDARS INTERNATIONAL ACADEMY,3,read,all,2025,2025,38,8,0.21
district,UNIVERSITY OF TEXAS ELEMENTARY CHARTER SCHOOL,3,read,all,2025,2025,43,22,0.51
district,KIPP TEXAS PUBLIC SCHOOLS,3,read,all,2025,2025,2350,822,0.35
district,AUSTIN DISCOVERY SCHOOL,3,read,all,2025,2025,41,18,0.44
district,VALERE PUBLIC SCHOOLS,3,read,all,2025,2025,100,50,0.5
district,AUSTIN ACHIEVE PUBLIC SCHOOLS,3,read,all,2025,2025,166,48,0.29
district,MONTESSORI FOR ALL,3,read,all,2025,2025,55,29,0.53
district,VALOR PUBLIC SCHOOLS,3,read,all,2025,2025,318,153,0.48
district,AUSTIN ISD,3,read,all,2025,2025,5545,2590,0.47
district,AUSTIN ISD,3,read,all,2025,2025,5390,2613,0.48
district,PFLUGERVILLE ISD,3,read,all,2025,2025,1813,862,0.48
district,TEXAS SCH FOR THE DEAF,3,read,all,2025,2025,21,1,0.05
district,MANOR ISD,3,read,all,2025,2025,748,183,0.24
district,EANES ISD,3,read,all,2025,2025,506,406,0.8
district,DEL VALLE ISD,3,read,all,2025,2025,794,178,0.22
district,LAGO VISTA ISD,3,read,all,2025,2025,128,76,0.59
district,LAKE TRAVIS ISD,3,read,all,2025,2025,802,509,0.63
district,GROVETON ISD,3,read,all,2025,2025,52,21,0.4
district,TRINITY ISD,3,read,all,2025,2025,92,19,0.21
district,CENTERVILLE ISD,3,read,all,2025,2025,16,4,0.25
district,APPLE SPRINGS ISD,3,read,all,2025,2025,10,3,0.3
district,COLMESNEIL ISD,3,read,all,2025,2025,23,10,0.43
district,WOODVILLE ISD,3,read,all,2025,2025,77,32,0.42
district,WARREN ISD,3,read,all,2025,2025,85,22,0.26
district,SPURGER ISD,3,read,all,2025,2025,23,8,0.35
district,CHESTER ISD,3,read,all,2025,2025,9,6,0.67
district,BIG SANDY ISD,3,read,all,2025,2025,49,22,0.45
district,GILMER ISD,3,read,all,2025,2025,186,86,0.46
district,ORE CITY ISD,3,read,all,2025,2025,53,19,0.36
district,UNION HILL ISD,3,read,all,2025,2025,22,9,0.41
district,HARMONY ISD,3,read,all,2025,2025,63,41,0.65
district,NEW DIANA ISD,3,read,all,2025,2025,96,77,0.8
district,UNION GROVE ISD,3,read,all,2025,2025,56,23,0.41
district,MCCAMEY ISD,3,read,all,2025,2025,36,15,0.42
district,RANKIN ISD,3,read,all,2025,2025,18,8,0.44
district,KNIPPA ISD,3,read,all,2025,2025,37,30,0.81
district,SABINAL ISD,3,read,all,2025,2025,23,9,0.39
district,UVALDE CISD,3,read,all,2025,2025,284,79,0.28
district,UTOPIA ISD,3,read,all,2025,2025,16,10,0.62
district,SAN FELIPE-DEL RIO CISD,3,read,all,2025,2025,735,290,0.39
district,COMSTOCK ISD,3,read,all,2025,2025,15,1,0.07
district,CANTON ISD,3,read,all,2025,2025,169,95,0.56
district,EDGEWOOD ISD,3,read,all,2025,2025,77,35,0.45
district,GRAND SALINE ISD,3,read,all,2025,2025,76,32,0.42
district,MARTINS MILL ISD,3,read,all,2025,2025,28,15,0.54
district,VAN ISD,3,read,all,2025,2025,156,72,0.46
district,WILLS POINT ISD,3,read,all,2025,2025,223,70,0.31
district,FRUITVALE ISD,3,read,all,2025,2025,29,13,0.45
district,BLOOMINGTON ISD,3,read,all,2025,2025,66,15,0.23
district,VICTORIA ISD,3,read,all,2025,2025,935,316,0.34
district,NURSERY ISD,3,read,all,2025,2025,21,17,0.81
district,NEW WAVERLY ISD,3,read,all,2025,2025,72,43,0.6
district,HUNTSVILLE ISD,3,read,all,2025,2025,591,173,0.29
district,HEMPSTEAD ISD,3,read,all,2025,2025,116,22,0.19
district,WALLER ISD,3,read,all,2025,2025,697,316,0.45
district,ROYAL ISD,3,read,all,2025,2025,180,60,0.33
district,MONAHANS-WICKETT-PYOTE ISD,3,read,all,2025,2025,150,62,0.41
district,GRANDFALLS-ROYALTY ISD,3,read,all,2025,2025,9,2,0.22
district,BRENHAM ISD,3,read,all,2025,2025,372,136,0.37
district,BURTON ISD,3,read,all,2025,2025,39,24,0.62
district,LAREDO ISD,3,read,all,2025,2025,1413,693,0.49
district,UNITED ISD,3,read,all,2025,2025,2649,1502,0.57
district,WEBB CISD,3,read,all,2025,2025,19,4,0.21
district,BOLING ISD,3,read,all,2025,2025,82,42,0.51
district,EAST BERNARD ISD,3,read,all,2025,2025,73,38,0.52
district,EL CAMPO ISD,3,read,all,2025,2025,233,73,0.31
district,WHARTON ISD,3,read,all,2025,2025,106,23,0.22
district,LOUISE ISD,3,read,all,2025,2025,38,17,0.45
district,SHAMROCK ISD,3,read,all,2025,2025,25,5,0.2
district,WHEELER ISD,3,read,all,2025,2025,25,9,0.36
district,KELTON ISD,3,read,all,2025,2025,10,4,0.4
district,FORT ELLIOTT CISD,3,read,all,2025,2025,8,2,0.25
district,BURKBURNETT ISD,3,read,all,2025,2025,236,94,0.4
district,ELECTRA ISD,3,read,all,2025,2025,25,3,0.12
district,IOWA PARK CISD,3,read,all,2025,2025,145,87,0.6
district,WICHITA FALLS ISD,3,read,all,2025,2025,957,364,0.38
district,CITY VIEW ISD,3,read,all,2025,2025,82,23,0.28
district,HARROLD ISD,3,read,all,2025,2025,10,3,0.3
district,VERNON ISD,3,read,all,2025,2025,133,37,0.28
district,NORTHSIDE ISD,3,read,all,2025,2025,20,16,0.8
district,LASARA ISD,3,read,all,2025,2025,21,4,0.19
district,LYFORD CISD,3,read,all,2025,2025,111,28,0.25
district,RAYMONDVILLE ISD,3,read,all,2025,2025,123,61,0.5
district,SAN PERLITA ISD,3,read,all,2025,2025,11,2,0.18
district,MERIDIAN WORLD SCHOOL LLC,3,read,all,2025,2025,154,111,0.72
district,GOODWATER MONTESSORI SCHOOL,3,read,all,2025,2025,47,7,0.15
district,FLORENCE ISD,3,read,all,2025,2025,72,26,0.36
district,GEORGETOWN ISD,3,read,all,2025,2025,1000,402,0.4
district,GRANGER ISD,3,read,all,2025,2025,35,14,0.4
district,HUTTO ISD,3,read,all,2025,2025,736,311,0.42
district,JARRELL ISD,3,read,all,2025,2025,284,69,0.24
district,LIBERTY HILL ISD,3,read,all,2025,2025,735,446,0.61
district,ROUND ROCK ISD,3,read,all,2025,2025,3239,1885,0.58
district,TAYLOR ISD,3,read,all,2025,2025,204,73,0.36
district,THRALL ISD,3,read,all,2025,2025,60,41,0.68
district,LEANDER ISD,3,read,all,2025,2025,2979,1675,0.56
district,COUPLAND ISD,3,read,all,2025,2025,30,8,0.27
district,FLORESVILLE ISD,3,read,all,2025,2025,307,109,0.36
district,LA VERNIA ISD,3,read,all,2025,2025,250,146,0.58
district,POTH ISD,3,read,all,2025,2025,72,46,0.64
district,STOCKDALE ISD,3,read,all,2025,2025,51,20,0.39
district,KERMIT ISD,3,read,all,2025,2025,95,29,0.31
district,WINK-LOVING ISD,3,read,all,2025,2025,36,16,0.44
district,ALVORD ISD,3,read,all,2025,2025,73,32,0.44
district,BOYD ISD,3,read,all,2025,2025,107,51,0.48
district,BRIDGEPORT ISD,3,read,all,2025,2025,165,39,0.24
district,CHICO ISD,3,read,all,2025,2025,49,12,0.24
district,DECATUR ISD,3,read,all,2025,2025,291,126,0.43
district,PARADISE ISD,3,read,all,2025,2025,109,45,0.41
district,SLIDELL ISD,3,read,all,2025,2025,32,12,0.38
district,HAWKINS ISD,3,read,all,2025,2025,48,17,0.35
district,MINEOLA ISD,3,read,all,2025,2025,122,71,0.58
district,QUITMAN ISD,3,read,all,2025,2025,84,45,0.54
district,YANTIS ISD,3,read,all,2025,2025,23,9,0.39
district,ALBA-GOLDEN ISD,3,read,all,2025,2025,59,27,0.46
district,WINNSBORO ISD,3,read,all,2025,2025,88,33,0.38
district,DENVER CITY ISD,3,read,all,2025,2025,103,52,0.5
district,PLAINS ISD,3,read,all,2025,2025,30,9,0.3
district,GRAHAM ISD,3,read,all,2025,2025,155,58,0.37
district,NEWCASTLE ISD,3,read,all,2025,2025,20,3,0.15
district,OLNEY ISD,3,read,all,2025,2025,48,26,0.54
district,ZAPATA COUNTY ISD,3,read,all,2025,2025,221,102,0.46
district,CRYSTAL CITY ISD,3,read,all,2025,2025,119,51,0.43
district,LA PRYOR ISD,3,read,all,2025,2025,29,15,0.52
